ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
AN,2020-05-08,0,0,0,0,0
AR,2020-05-08,0,0,0,0,0
AS,2020-05-08,0,0,0,0,0
CB,2020-05-08,0,0,0,0,0
CE,2020-05-08,0,0,0,0,0
CL,2020-05-08,0,0,0,0,0
CM,2020-05-08,0,0,0,0,0
CN,2020-05-08,0,0,0,0,0
CT,2020-05-08,2,1,0,1,0
EX,2020-05-08,0,0,0,0,0
GA,2020-05-08,0,0,0,0,0
IB,2020-05-08,0,0,0,0,0
MC,2020-05-08,0,0,0,0,0
MD,2020-05-08,13,13,0,0,0
ML,2020-05-08,0,0,0,0,0
NC,2020-05-08,0,0,0,0,0
PV,2020-05-08,0,0,0,0,0
RI,2020-05-08,0,0,0,0,0
VC,2020-05-08,0,0,0,0,0
AN,2020-05-09,0,0,0,0,0
AR,2020-05-09,0,0,0,0,0
AS,2020-05-09,0,0,0,0,0
CB,2020-05-09,2,2,0,0,0
CE,2020-05-09,0,0,0,0,0
CL,2020-05-09,0,0,0,0,0
CM,2020-05-09,0,0,0,0,0
CN,2020-05-09,0,0,0,0,0
CT,2020-05-09,2,2,0,0,0
EX,2020-05-09,0,0,0,0,0
GA,2020-05-09,0,0,0,0,0
IB,2020-05-09,0,0,0,0,0
MC,2020-05-09,0,0,0,0,0
MD,2020-05-09,18,18,0,0,0
ML,2020-05-09,0,0,0,0,0
NC,2020-05-09,0,0,0,0,0
PV,2020-05-09,0,0,0,0,0
RI,2020-05-09,0,0,0,0,0
VC,2020-05-09,0,0,0,0,0
AN,2020-05-10,0,0,0,0,0
AR,2020-05-10,0,0,0,0,0
AS,2020-05-10,0,0,0,0,0
CB,2020-05-10,0,0,0,0,0
CE,2020-05-10,0,0,0,0,0
CL,2020-05-10,0,0,0,0,0
CM,2020-05-10,0,0,0,0,0
CN,2020-05-10,0,0,0,0,0
CT,2020-05-10,15,15,0,0,0
EX,2020-05-10,0,0,0,0,0
GA,2020-05-10,0,0,0,0,0
IB,2020-05-10,0,0,0,0,0
MC,2020-05-10,0,0,0,0,0
MD,2020-05-10,19,19,0,0,0
ML,2020-05-10,0,0,0,0,0
NC,2020-05-10,0,0,0,0,0
PV,2020-05-10,0,0,0,0,0
RI,2020-05-10,0,0,0,0,0
VC,2020-05-10,0,0,0,0,0
AN,2020-05-11,17,17,0,0,0
AR,2020-05-11,6,5,0,1,0
AS,2020-05-11,4,4,0,0,0
CB,2020-05-11,10,9,1,0,0
CE,2020-05-11,1,1,0,0,0
CL,2020-05-11,27,27,0,0,0
CM,2020-05-11,29,25,0,4,0
CN,2020-05-11,3,3,0,0,0
CT,2020-05-11,117,87,0,30,0
EX,2020-05-11,5,5,0,0,0
GA,2020-05-11,9,9,0,0,0
IB,2020-05-11,8,8,0,0,0
MC,2020-05-11,2,2,0,0,0
MD,2020-05-11,174,173,0,1,0
ML,2020-05-11,0,0,0,0,0
NC,2020-05-11,11,11,0,0,0
PV,2020-05-11,23,23,0,0,0
RI,2020-05-11,4,4,0,0,0
VC,2020-05-11,20,20,0,0,0
AN,2020-05-12,19,19,0,0,0
AR,2020-05-12,17,17,0,0,0
AS,2020-05-12,0,0,0,0,0
CB,2020-05-12,8,7,1,0,0
CE,2020-05-12,2,2,0,0,0
CL,2020-05-12,32,30,0,2,0
CM,2020-05-12,31,28,0,3,0
CN,2020-05-12,4,4,0,0,0
CT,2020-05-12,118,91,0,27,0
EX,2020-05-12,9,7,0,2,0
GA,2020-05-12,16,15,0,1,0
IB,2020-05-12,7,7,0,0,0
MC,2020-05-12,3,3,0,0,0
MD,2020-05-12,153,153,0,0,0
ML,2020-05-12,0,0,0,0,0
NC,2020-05-12,2,2,0,0,0
PV,2020-05-12,16,16,0,0,0
RI,2020-05-12,3,3,0,0,0
VC,2020-05-12,18,18,0,0,0
AN,2020-05-13,14,14,0,0,0
AR,2020-05-13,21,21,0,0,0
AS,2020-05-13,1,1,0,0,0
CB,2020-05-13,2,2,0,0,0
CE,2020-05-13,0,0,0,0,0
CL,2020-05-13,54,53,0,1,0
CM,2020-05-13,36,34,0,2,0
CN,2020-05-13,5,5,0,0,0
CT,2020-05-13,143,109,0,34,0
EX,2020-05-13,7,6,0,1,0
GA,2020-05-13,9,9,0,0,0
IB,2020-05-13,10,10,0,0,0
MC,2020-05-13,5,5,0,0,0
MD,2020-05-13,141,141,0,0,0
ML,2020-05-13,0,0,0,0,0
NC,2020-05-13,9,9,0,0,0
PV,2020-05-13,22,22,0,0,0
RI,2020-05-13,5,5,0,0,0
VC,2020-05-13,11,11,0,0,0
AN,2020-05-14,10,10,0,0,0
AR,2020-05-14,21,21,0,0,0
AS,2020-05-14,2,2,0,0,0
CB,2020-05-14,2,2,0,0,0
CE,2020-05-14,0,0,0,0,0
CL,2020-05-14,39,38,0,1,0
CM,2020-05-14,27,25,0,2,0
CN,2020-05-14,2,2,0,0,0
CT,2020-05-14,144,98,0,46,0
EX,2020-05-14,1,1,0,0,0
GA,2020-05-14,5,5,0,0,0
IB,2020-05-14,7,7,0,0,0
MC,2020-05-14,2,2,0,0,0
MD,2020-05-14,153,153,0,0,0
ML,2020-05-14,0,0,0,0,0
NC,2020-05-14,18,18,0,0,0
PV,2020-05-14,10,10,0,0,0
RI,2020-05-14,5,5,0,0,0
VC,2020-05-14,19,19,0,0,0
AN,2020-05-15,12,12,0,0,0
AR,2020-05-15,16,16,0,0,0
AS,2020-05-15,4,4,0,0,0
CB,2020-05-15,2,2,0,0,0
CE,2020-05-15,0,0,0,0,0
CL,2020-05-15,35,33,0,2,0
CM,2020-05-15,34,32,0,2,0
CN,2020-05-15,3,3,0,0,0
CT,2020-05-15,202,162,0,40,0
EX,2020-05-15,1,1,0,0,0
GA,2020-05-15,8,7,0,1,0
IB,2020-05-15,16,15,1,0,0
MC,2020-05-15,0,0,0,0,0
MD,2020-05-15,121,121,0,0,0
ML,2020-05-15,0,0,0,0,0
NC,2020-05-15,11,11,0,0,0
PV,2020-05-15,11,11,0,0,0
RI,2020-05-15,3,3,0,0,0
VC,2020-05-15,13,13,0,0,0
AN,2020-05-16,4,3,0,1,0
AR,2020-05-16,8,7,0,0,1
AS,2020-05-16,1,1,0,0,0
CB,2020-05-16,4,4,0,0,0
CE,2020-05-16,1,1,0,0,0
CL,2020-05-16,29,28,0,1,0
CM,2020-05-16,27,25,0,2,0
CN,2020-05-16,6,6,0,0,0
CT,2020-05-16,103,103,0,0,0
EX,2020-05-16,1,1,0,0,0
GA,2020-05-16,3,3,0,0,0
IB,2020-05-16,0,0,0,0,0
MC,2020-05-16,1,1,0,0,0
MD,2020-05-16,49,49,0,0,0
ML,2020-05-16,0,0,0,0,0
NC,2020-05-16,4,4,0,0,0
PV,2020-05-16,7,7,0,0,0
RI,2020-05-16,2,2,0,0,0
VC,2020-05-16,8,8,0,0,0
AN,2020-05-17,4,4,0,0,0
AR,2020-05-17,8,8,0,0,0
AS,2020-05-17,3,3,0,0,0
CB,2020-05-17,0,0,0,0,0
CE,2020-05-17,0,0,0,0,0
CL,2020-05-17,5,5,0,0,0
CM,2020-05-17,13,10,0,3,0
CN,2020-05-17,1,1,0,0,0
CT,2020-05-17,84,84,0,0,0
EX,2020-05-17,2,2,0,0,0
GA,2020-05-17,2,2,0,0,0
IB,2020-05-17,5,5,0,0,0
MC,2020-05-17,1,1,0,0,0
MD,2020-05-17,69,69,0,0,0
ML,2020-05-17,0,0,0,0,0
NC,2020-05-17,20,20,0,0,0
PV,2020-05-17,6,6,0,0,0
RI,2020-05-17,0,0,0,0,0
VC,2020-05-17,7,7,0,0,0
AN,2020-05-18,11,11,0,0,0
AR,2020-05-18,20,17,0,0,3
AS,2020-05-18,0,0,0,0,0
CB,2020-05-18,3,3,0,0,0
CE,2020-05-18,2,2,0,0,0
CL,2020-05-18,32,32,0,0,0
CM,2020-05-18,29,25,0,4,0
CN,2020-05-18,4,4,0,0,0
CT,2020-05-18,183,146,0,36,1
EX,2020-05-18,3,3,0,0,0
GA,2020-05-18,6,6,0,0,0
IB,2020-05-18,5,5,0,0,0
MC,2020-05-18,2,2,0,0,0
MD,2020-05-18,131,131,0,0,0
ML,2020-05-18,1,1,0,0,0
NC,2020-05-18,6,6,0,0,0
PV,2020-05-18,13,13,0,0,0
RI,2020-05-18,5,5,0,0,0
VC,2020-05-18,10,10,0,0,0
AN,2020-05-19,11,11,0,0,0
AR,2020-05-19,23,23,0,0,0
AS,2020-05-19,0,0,0,0,0
CB,2020-05-19,2,2,0,0,0
CE,2020-05-19,3,3,0,0,0
CL,2020-05-19,33,33,0,0,0
CM,2020-05-19,33,28,0,5,0
CN,2020-05-19,7,7,0,0,0
CT,2020-05-19,201,151,0,50,0
EX,2020-05-19,2,2,0,0,0
GA,2020-05-19,7,7,0,0,0
IB,2020-05-19,12,12,0,0,0
MC,2020-05-19,2,2,0,0,0
MD,2020-05-19,150,150,0,0,0
ML,2020-05-19,0,0,0,0,0
NC,2020-05-19,9,9,0,0,0
PV,2020-05-19,10,10,0,0,0
RI,2020-05-19,3,3,0,0,0
VC,2020-05-19,12,12,0,0,0
AN,2020-05-20,13,13,0,0,0
AR,2020-05-20,14,13,0,1,0
AS,2020-05-20,1,1,0,0,0
CB,2020-05-20,0,0,0,0,0
CE,2020-05-20,1,1,0,0,0
CL,2020-05-20,27,26,0,1,0
CM,2020-05-20,26,26,0,0,0
CN,2020-05-20,4,4,0,0,0
CT,2020-05-20,173,122,0,51,0
EX,2020-05-20,3,3,0,0,0
GA,2020-05-20,6,6,0,0,0
IB,2020-05-20,6,6,0,0,0
MC,2020-05-20,0,0,0,0,0
MD,2020-05-20,115,115,0,0,0
ML,2020-05-20,0,0,0,0,0
NC,2020-05-20,4,4,0,0,0
PV,2020-05-20,8,8,0,0,0
RI,2020-05-20,1,1,0,0,0
VC,2020-05-20,14,14,0,0,0
AN,2020-05-21,9,9,0,0,0
AR,2020-05-21,11,11,0,0,0
AS,2020-05-21,1,1,0,0,0
CB,2020-05-21,3,3,0,0,0
CE,2020-05-21,1,1,0,0,0
CL,2020-05-21,38,37,0,1,0
CM,2020-05-21,19,17,0,2,0
CN,2020-05-21,5,5,0,0,0
CT,2020-05-21,212,144,0,68,0
EX,2020-05-21,2,2,0,0,0
GA,2020-05-21,12,12,0,0,0
IB,2020-05-21,5,5,0,0,0
MC,2020-05-21,1,1,0,0,0
MD,2020-05-21,112,112,0,0,0
ML,2020-05-21,0,0,0,0,0
NC,2020-05-21,3,3,0,0,0
PV,2020-05-21,9,9,0,0,0
RI,2020-05-21,2,1,0,0,1
VC,2020-05-21,8,8,0,0,0
AN,2020-05-22,5,5,0,0,0
AR,2020-05-22,14,13,0,0,1
AS,2020-05-22,1,1,0,0,0
CB,2020-05-22,1,1,0,0,0
CE,2020-05-22,0,0,0,0,0
CL,2020-05-22,39,39,0,0,0
CM,2020-05-22,41,37,0,4,0
CN,2020-05-22,3,3,0,0,0
CT,2020-05-22,271,200,0,70,1
EX,2020-05-22,4,3,0,1,0
GA,2020-05-22,3,3,0,0,0
IB,2020-05-22,3,3,0,0,0
MC,2020-05-22,1,1,0,0,0
MD,2020-05-22,91,91,0,0,0
ML,2020-05-22,0,0,0,0,0
NC,2020-05-22,6,6,0,0,0
PV,2020-05-22,6,6,0,0,0
RI,2020-05-22,0,0,0,0,0
VC,2020-05-22,16,16,0,0,0
AN,2020-05-23,7,7,0,0,0
AR,2020-05-23,11,11,0,0,0
AS,2020-05-23,1,1,0,0,0
CB,2020-05-23,2,2,0,0,0
CE,2020-05-23,5,5,0,0,0
CL,2020-05-23,16,16,0,0,0
CM,2020-05-23,31,26,0,5,0
CN,2020-05-23,1,1,0,0,0
CT,2020-05-23,117,115,0,2,0
EX,2020-05-23,0,0,0,0,0
GA,2020-05-23,8,8,0,0,0
IB,2020-05-23,2,2,0,0,0
MC,2020-05-23,2,2,0,0,0
MD,2020-05-23,56,56,0,0,0
ML,2020-05-23,0,0,0,0,0
NC,2020-05-23,12,12,0,0,0
PV,2020-05-23,6,6,0,0,0
RI,2020-05-23,2,2,0,0,0
VC,2020-05-23,8,8,0,0,0
AN,2020-05-24,3,3,0,0,0
AR,2020-05-24,7,6,0,0,1
AS,2020-05-24,2,2,0,0,0
CB,2020-05-24,2,2,0,0,0
CE,2020-05-24,2,2,0,0,0
CL,2020-05-24,12,12,0,0,0
CM,2020-05-24,17,14,0,3,0
CN,2020-05-24,2,2,0,0,0
CT,2020-05-24,129,129,0,0,0
EX,2020-05-24,0,0,0,0,0
GA,2020-05-24,5,5,0,0,0
IB,2020-05-24,1,1,0,0,0
MC,2020-05-24,0,0,0,0,0
MD,2020-05-24,42,42,0,0,0
ML,2020-05-24,0,0,0,0,0
NC,2020-05-24,2,2,0,0,0
PV,2020-05-24,2,2,0,0,0
RI,2020-05-24,0,0,0,0,0
VC,2020-05-24,9,9,0,0,0
AN,2020-05-25,8,8,0,0,0
AR,2020-05-25,12,12,0,0,0
AS,2020-05-25,1,1,0,0,0
CB,2020-05-25,1,1,0,0,0
CE,2020-05-25,5,5,0,0,0
CL,2020-05-25,36,34,1,1,0
CM,2020-05-25,35,34,0,1,0
CN,2020-05-25,4,4,0,0,0
CT,2020-05-25,223,160,0,63,0
EX,2020-05-25,5,5,0,0,0
GA,2020-05-25,4,4,0,0,0
IB,2020-05-25,3,3,0,0,0
MC,2020-05-25,1,1,0,0,0
MD,2020-05-25,130,130,0,0,0
ML,2020-05-25,0,0,0,0,0
NC,2020-05-25,5,5,0,0,0
PV,2020-05-25,6,6,0,0,0
RI,2020-05-25,4,3,0,0,1
VC,2020-05-25,5,5,0,0,0
AN,2020-05-26,8,8,0,0,0
AR,2020-05-26,12,12,0,0,0
AS,2020-05-26,2,2,0,0,0
CB,2020-05-26,4,4,0,0,0
CE,2020-05-26,1,1,0,0,0
CL,2020-05-26,45,45,0,0,0
CM,2020-05-26,34,30,0,4,0
CN,2020-05-26,3,3,0,0,0
CT,2020-05-26,201,141,0,59,1
EX,2020-05-26,2,2,0,0,0
GA,2020-05-26,2,2,0,0,0
IB,2020-05-26,4,4,0,0,0
MC,2020-05-26,0,0,0,0,0
MD,2020-05-26,152,152,0,0,0
ML,2020-05-26,0,0,0,0,0
NC,2020-05-26,4,4,0,0,0
PV,2020-05-26,8,8,0,0,0
RI,2020-05-26,0,0,0,0,0
VC,2020-05-26,13,13,0,0,0
AN,2020-05-27,11,11,0,0,0
AR,2020-05-27,14,14,0,0,0
AS,2020-05-27,0,0,0,0,0
CB,2020-05-27,2,2,0,0,0
CE,2020-05-27,2,2,0,0,0
CL,2020-05-27,26,26,0,0,0
CM,2020-05-27,38,37,0,1,0
CN,2020-05-27,2,2,0,0,0
CT,2020-05-27,150,107,0,43,0
EX,2020-05-27,1,1,0,0,0
GA,2020-05-27,1,1,0,0,0
IB,2020-05-27,3,3,0,0,0
MC,2020-05-27,4,4,0,0,0
MD,2020-05-27,83,83,0,0,0
ML,2020-05-27,0,0,0,0,0
NC,2020-05-27,11,11,0,0,0
PV,2020-05-27,2,2,0,0,0
RI,2020-05-27,1,1,0,0,0
VC,2020-05-27,16,16,0,0,0
AN,2020-05-28,7,7,0,0,0
AR,2020-05-28,9,9,0,0,0
AS,2020-05-28,0,0,0,0,0
CB,2020-05-28,1,1,0,0,0
CE,2020-05-28,5,5,0,0,0
CL,2020-05-28,44,44,0,0,0
CM,2020-05-28,36,34,0,2,0
CN,2020-05-28,7,7,0,0,0
CT,2020-05-28,204,143,0,61,0
EX,2020-05-28,0,0,0,0,0
GA,2020-05-28,2,2,0,0,0
IB,2020-05-28,14,13,1,0,0
MC,2020-05-28,2,2,0,0,0
MD,2020-05-28,121,121,0,0,0
ML,2020-05-28,0,0,0,0,0
NC,2020-05-28,9,9,0,0,0
PV,2020-05-28,4,4,0,0,0
RI,2020-05-28,1,1,0,0,0
VC,2020-05-28,9,9,0,0,0
AN,2020-05-29,12,12,0,0,0
AR,2020-05-29,13,11,0,0,2
AS,2020-05-29,13,13,0,0,0
CB,2020-05-29,3,3,0,0,0
CE,2020-05-29,2,2,0,0,0
CL,2020-05-29,46,45,0,1,0
CM,2020-05-29,31,31,0,0,0
CN,2020-05-29,7,7,0,0,0
CT,2020-05-29,176,133,0,43,0
EX,2020-05-29,3,3,0,0,0
GA,2020-05-29,4,4,0,0,0
IB,2020-05-29,5,4,1,0,0
MC,2020-05-29,1,1,0,0,0
MD,2020-05-29,112,112,0,0,0
ML,2020-05-29,0,0,0,0,0
NC,2020-05-29,5,5,0,0,0
PV,2020-05-29,2,2,0,0,0
RI,2020-05-29,2,2,0,0,0
VC,2020-05-29,8,8,0,0,0
AN,2020-05-30,13,13,0,0,0
AR,2020-05-30,5,5,0,0,0
AS,2020-05-30,4,4,0,0,0
CB,2020-05-30,2,2,0,0,0
CE,2020-05-30,3,3,0,0,0
CL,2020-05-30,37,37,0,0,0
CM,2020-05-30,25,23,0,2,0
CN,2020-05-30,2,2,0,0,0
CT,2020-05-30,93,90,0,3,0
EX,2020-05-30,2,2,0,0,0
GA,2020-05-30,0,0,0,0,0
IB,2020-05-30,1,1,0,0,0
MC,2020-05-30,1,1,0,0,0
MD,2020-05-30,55,55,0,0,0
ML,2020-05-30,0,0,0,0,0
NC,2020-05-30,7,7,0,0,0
PV,2020-05-30,3,3,0,0,0
RI,2020-05-30,1,1,0,0,0
VC,2020-05-30,5,5,0,0,0
AN,2020-05-31,9,9,0,0,0
AR,2020-05-31,8,8,0,0,0
AS,2020-05-31,3,3,0,0,0
CB,2020-05-31,1,1,0,0,0
CE,2020-05-31,1,1,0,0,0
CL,2020-05-31,19,19,0,0,0
CM,2020-05-31,12,10,0,2,0
CN,2020-05-31,1,1,0,0,0
CT,2020-05-31,47,47,0,0,0
EX,2020-05-31,1,1,0,0,0
GA,2020-05-31,1,1,0,0,0
IB,2020-05-31,2,2,0,0,0
MC,2020-05-31,0,0,0,0,0
MD,2020-05-31,67,67,0,0,0
ML,2020-05-31,0,0,0,0,0
NC,2020-05-31,3,3,0,0,0
PV,2020-05-31,0,0,0,0,0
RI,2020-05-31,0,0,0,0,0
VC,2020-05-31,7,7,0,0,0
AN,2020-06-01,19,19,0,0,0
AR,2020-06-01,9,8,0,0,1
AS,2020-06-01,0,0,0,0,0
CB,2020-06-01,4,4,0,0,0
CE,2020-06-01,4,4,0,0,0
CL,2020-06-01,28,28,0,0,0
CM,2020-06-01,23,22,0,1,0
CN,2020-06-01,4,4,0,0,0
CT,2020-06-01,86,81,0,5,0
EX,2020-06-01,3,3,0,0,0
GA,2020-06-01,1,1,0,0,0
IB,2020-06-01,4,3,1,0,0
MC,2020-06-01,4,4,0,0,0
MD,2020-06-01,145,145,0,0,0
ML,2020-06-01,1,1,0,0,0
NC,2020-06-01,1,1,0,0,0
PV,2020-06-01,7,7,0,0,0
RI,2020-06-01,3,3,0,0,0
VC,2020-06-01,14,14,0,0,0
AN,2020-06-02,6,6,0,0,0
AR,2020-06-02,17,17,0,0,0
AS,2020-06-02,0,0,0,0,0
CB,2020-06-02,2,2,0,0,0
CE,2020-06-02,2,2,0,0,0
CL,2020-06-02,19,19,0,0,0
CM,2020-06-02,29,18,0,11,0
CN,2020-06-02,4,4,0,0,0
CT,2020-06-02,105,90,0,15,0
EX,2020-06-02,5,4,0,1,0
GA,2020-06-02,1,1,0,0,0
IB,2020-06-02,7,7,0,0,0
MC,2020-06-02,2,2,0,0,0
MD,2020-06-02,110,110,0,0,0
ML,2020-06-02,0,0,0,0,0
NC,2020-06-02,3,3,0,0,0
PV,2020-06-02,11,11,0,0,0
RI,2020-06-02,1,1,0,0,0
VC,2020-06-02,19,19,0,0,0
AN,2020-06-03,15,15,0,0,0
AR,2020-06-03,7,7,0,0,0
AS,2020-06-03,1,1,0,0,0
CB,2020-06-03,0,0,0,0,0
CE,2020-06-03,4,4,0,0,0
CL,2020-06-03,27,27,0,0,0
CM,2020-06-03,40,39,0,1,0
CN,2020-06-03,4,4,0,0,0
CT,2020-06-03,123,98,0,25,0
EX,2020-06-03,0,0,0,0,0
GA,2020-06-03,1,1,0,0,0
IB,2020-06-03,3,3,0,0,0
MC,2020-06-03,2,2,0,0,0
MD,2020-06-03,141,141,0,0,0
ML,2020-06-03,0,0,0,0,0
NC,2020-06-03,6,6,0,0,0
PV,2020-06-03,7,7,0,0,0
RI,2020-06-03,2,2,0,0,0
VC,2020-06-03,11,11,0,0,0
AN,2020-06-04,5,5,0,0,0
AR,2020-06-04,9,9,0,0,0
AS,2020-06-04,0,0,0,0,0
CB,2020-06-04,1,1,0,0,0
CE,2020-06-04,0,0,0,0,0
CL,2020-06-04,27,25,0,2,0
CM,2020-06-04,36,30,0,6,0
CN,2020-06-04,1,1,0,0,0
CT,2020-06-04,126,93,0,33,0
EX,2020-06-04,3,3,0,0,0
GA,2020-06-04,2,2,0,0,0
IB,2020-06-04,6,6,0,0,0
MC,2020-06-04,2,2,0,0,0
MD,2020-06-04,100,100,0,0,0
ML,2020-06-04,0,0,0,0,0
NC,2020-06-04,7,7,0,0,0
PV,2020-06-04,6,6,0,0,0
RI,2020-06-04,2,2,0,0,0
VC,2020-06-04,9,9,0,0,0
AN,2020-06-05,12,12,0,0,0
AR,2020-06-05,6,6,0,0,0
AS,2020-06-05,2,2,0,0,0
CB,2020-06-05,2,2,0,0,0
CE,2020-06-05,0,0,0,0,0
CL,2020-06-05,35,35,0,0,0
CM,2020-06-05,33,32,0,1,0
CN,2020-06-05,1,1,0,0,0
CT,2020-06-05,171,148,0,23,0
EX,2020-06-05,0,0,0,0,0
GA,2020-06-05,4,4,0,0,0
IB,2020-06-05,1,1,0,0,0
MC,2020-06-05,1,1,0,0,0
MD,2020-06-05,123,123,0,0,0
ML,2020-06-05,0,0,0,0,0
NC,2020-06-05,6,6,0,0,0
PV,2020-06-05,9,9,0,0,0
RI,2020-06-05,2,2,0,0,0
VC,2020-06-05,8,8,0,0,0
AN,2020-06-06,5,5,0,0,0
AR,2020-06-06,6,6,0,0,0
AS,2020-06-06,2,2,0,0,0
CB,2020-06-06,0,0,0,0,0
CE,2020-06-06,0,0,0,0,0
CL,2020-06-06,11,11,0,0,0
CM,2020-06-06,14,14,0,0,0
CN,2020-06-06,4,4,0,0,0
CT,2020-06-06,62,62,0,0,0
EX,2020-06-06,0,0,0,0,0
GA,2020-06-06,1,1,0,0,0
IB,2020-06-06,2,2,0,0,0
MC,2020-06-06,3,3,0,0,0
MD,2020-06-06,65,65,0,0,0
ML,2020-06-06,0,0,0,0,0
NC,2020-06-06,1,1,0,0,0
PV,2020-06-06,7,7,0,0,0
RI,2020-06-06,2,2,0,0,0
VC,2020-06-06,8,8,0,0,0
AN,2020-06-07,2,2,0,0,0
AR,2020-06-07,4,4,0,0,0
AS,2020-06-07,1,1,0,0,0
CB,2020-06-07,3,3,0,0,0
CE,2020-06-07,0,0,0,0,0
CL,2020-06-07,12,12,0,0,0
CM,2020-06-07,12,12,0,0,0
CN,2020-06-07,1,1,0,0,0
CT,2020-06-07,54,51,0,2,1
EX,2020-06-07,0,0,0,0,0
GA,2020-06-07,1,1,0,0,0
IB,2020-06-07,3,3,0,0,0
MC,2020-06-07,0,0,0,0,0
MD,2020-06-07,44,44,0,0,0
ML,2020-06-07,0,0,0,0,0
NC,2020-06-07,2,2,0,0,0
PV,2020-06-07,12,12,0,0,0
RI,2020-06-07,1,1,0,0,0
VC,2020-06-07,7,7,0,0,0
AN,2020-06-08,6,6,0,0,0
AR,2020-06-08,6,6,0,0,0
AS,2020-06-08,0,0,0,0,0
CB,2020-06-08,1,1,0,0,0
CE,2020-06-08,0,0,0,0,0
CL,2020-06-08,35,35,0,0,0
CM,2020-06-08,27,27,0,0,0
CN,2020-06-08,2,2,0,0,0
CT,2020-06-08,111,96,0,15,0
