date,iso_code,nuts2,name,supplier,administered
2021-03-05,ES-NC,ES22,Navarra,Unknown,68249
2021-03-05,ES-PV,ES21,País Vasco,Unknown,155955
2021-03-05,ES-CE,ES63,Ceuta,Unknown,7104
2021-03-05,ES-ML,ES64,Melilla,Unknown,5403
2021-03-08,ES-AN,ES61,Andalucía,Unknown,933763
2021-03-08,ES-AR,ES24,Aragón,Unknown,153194
2021-03-08,ES-AS,ES12,Asturias,Unknown,133011
2021-03-08,ES-IB,ES53,Islas Baleares,Unknown,84205
2021-03-08,ES-CN,ES70,Canarias,Unknown,175271
2021-03-08,ES-CB,ES13,Cantabria,Unknown,68014
2021-03-08,ES-CL,ES41,Castilla y León,Unknown,306277
2021-03-08,ES-CM,ES42,Castilla-La Mancha,Unknown,201466
2021-03-08,ES-CT,ES51,Cataluña,Unknown,774027
2021-03-08,ES-VC,ES52,Comunidad Valenciana,Unknown,394021
2021-03-08,ES-EX,ES43,Extremadura,Unknown,129802
2021-03-08,ES-GA,ES11,Galicia,Unknown,270942
2021-03-08,ES-RI,ES23,La Rioja,Unknown,34780
2021-03-08,ES-MD,ES30,Madrid,Unknown,643424
2021-03-08,ES-MC,ES62,Murcia,Unknown,147188
2021-03-08,ES-NC,ES22,Navarra,Unknown,73784
2021-03-08,ES-PV,ES21,País Vasco,Unknown,175424
2021-03-08,ES-CE,ES63,Ceuta,Unknown,7634
2021-03-08,ES-ML,ES64,Melilla,Unknown,5964
2021-03-09,ES-AN,ES61,Andalucía,Unknown,951168
2021-03-09,ES-AR,ES24,Aragón,Unknown,155770
2021-03-09,ES-AS,ES12,Asturias,Unknown,136277
2021-03-09,ES-IB,ES53,Islas Baleares,Unknown,86720
2021-03-09,ES-CN,ES70,Canarias,Unknown,180030
2021-03-09,ES-CB,ES13,Cantabria,Unknown,68512
2021-03-09,ES-CL,ES41,Castilla y León,Unknown,314360
2021-03-09,ES-CM,ES42,Castilla-La Mancha,Unknown,205143
2021-03-09,ES-CT,ES51,Cataluña,Unknown,789183
2021-03-09,ES-VC,ES52,Comunidad Valenciana,Unknown,426373
2021-03-09,ES-EX,ES43,Extremadura,Unknown,131804
2021-03-09,ES-GA,ES11,Galicia,Unknown,278771
2021-03-09,ES-RI,ES23,La Rioja,Unknown,36734
2021-03-09,ES-MD,ES30,Madrid,Unknown,668040
2021-03-09,ES-MC,ES62,Murcia,Unknown,149364
2021-03-09,ES-NC,ES22,Navarra,Unknown,74287
2021-03-09,ES-PV,ES21,País Vasco,Unknown,181629
2021-03-09,ES-CE,ES63,Ceuta,Unknown,8177
2021-03-09,ES-ML,ES64,Melilla,Unknown,6306
2021-03-10,ES-AN,ES61,Andalucía,Unknown,971691
2021-03-10,ES-AR,ES24,Aragón,Unknown,158422
2021-03-10,ES-AS,ES12,Asturias,Unknown,140785
2021-03-10,ES-IB,ES53,Islas Baleares,Unknown,89104
2021-03-10,ES-CN,ES70,Canarias,Unknown,186871
2021-03-10,ES-CB,ES13,Cantabria,Unknown,70233
2021-03-10,ES-CL,ES41,Castilla y León,Unknown,325296
2021-03-10,ES-CM,ES42,Castilla-La Mancha,Unknown,212233
2021-03-10,ES-CT,ES51,Cataluña,Unknown,809732
2021-03-10,ES-VC,ES52,Comunidad Valenciana,Unknown,436903
2021-03-10,ES-EX,ES43,Extremadura,Unknown,135670
2021-03-10,ES-GA,ES11,Galicia,Unknown,289261
2021-03-10,ES-RI,ES23,La Rioja,Unknown,38243
2021-03-10,ES-MD,ES30,Madrid,Unknown,694100
2021-03-10,ES-MC,ES62,Murcia,Unknown,151449
2021-03-10,ES-NC,ES22,Navarra,Unknown,74743
2021-03-10,ES-PV,ES21,País Vasco,Unknown,189949
2021-03-10,ES-CE,ES63,Ceuta,Unknown,8262
2021-03-10,ES-ML,ES64,Melilla,Unknown,6558
2021-03-11,ES-AN,ES61,Andalucía,Unknown,1000998
2021-03-11,ES-AR,ES24,Aragón,Unknown,166351
2021-03-11,ES-AS,ES12,Asturias,Unknown,145833
2021-03-11,ES-IB,ES53,Islas Baleares,Unknown,95435
2021-03-11,ES-CN,ES70,Canarias,Unknown,194364
2021-03-11,ES-CB,ES13,Cantabria,Unknown,72537
2021-03-11,ES-CL,ES41,Castilla y León,Unknown,339992
2021-03-11,ES-CM,ES42,Castilla-La Mancha,Unknown,223931
2021-03-11,ES-CT,ES51,Cataluña,Unknown,835931
2021-03-11,ES-VC,ES52,Comunidad Valenciana,Unknown,448396
2021-03-11,ES-EX,ES43,Extremadura,Unknown,140186
2021-03-11,ES-GA,ES11,Galicia,Unknown,299544
2021-03-11,ES-RI,ES23,La Rioja,Unknown,40431
2021-03-11,ES-MD,ES30,Madrid,Unknown,720674
2021-03-11,ES-MC,ES62,Murcia,Unknown,156345
2021-03-11,ES-NC,ES22,Navarra,Unknown,75059
2021-03-11,ES-PV,ES21,País Vasco,Unknown,200677
2021-03-11,ES-CE,ES63,Ceuta,Unknown,8571
2021-03-11,ES-ML,ES64,Melilla,Unknown,6851
2021-03-12,ES-AN,ES61,Andalucía,Unknown,1046334
2021-03-12,ES-AR,ES24,Aragón,Unknown,173511
2021-03-12,ES-AS,ES12,Asturias,Unknown,150737
2021-03-12,ES-IB,ES53,Islas Baleares,Unknown,101587
2021-03-12,ES-CN,ES70,Canarias,Unknown,200954
2021-03-12,ES-CB,ES13,Cantabria,Unknown,74747
2021-03-12,ES-CL,ES41,Castilla y León,Unknown,353400
2021-03-12,ES-CM,ES42,Castilla-La Mancha,Unknown,231247
2021-03-12,ES-CT,ES51,Cataluña,Unknown,857036
2021-03-12,ES-VC,ES52,Comunidad Valenciana,Unknown,465589
2021-03-12,ES-EX,ES43,Extremadura,Unknown,144537
2021-03-12,ES-GA,ES11,Galicia,Unknown,311089
2021-03-12,ES-RI,ES23,La Rioja,Unknown,42025
2021-03-12,ES-MD,ES30,Madrid,Unknown,743606
2021-03-12,ES-MC,ES62,Murcia,Unknown,164066
2021-03-12,ES-NC,ES22,Navarra,Unknown,75449
2021-03-12,ES-PV,ES21,País Vasco,Unknown,200677
2021-03-12,ES-CE,ES63,Ceuta,Unknown,8998
2021-03-12,ES-ML,ES64,Melilla,Unknown,7178
2021-03-15,ES-AN,ES61,Andalucía,Unknown,1098755
2021-03-15,ES-AR,ES24,Aragón,Unknown,180393
2021-03-15,ES-AS,ES12,Asturias,Unknown,163493
2021-03-15,ES-IB,ES53,Islas Baleares,Unknown,108484
2021-03-15,ES-CN,ES70,Canarias,Unknown,215260
2021-03-15,ES-CB,ES13,Cantabria,Unknown,77788
2021-03-15,ES-CL,ES41,Castilla y León,Unknown,370986
2021-03-15,ES-CM,ES42,Castilla-La Mancha,Unknown,236652
2021-03-15,ES-CT,ES51,Cataluña,Unknown,887751
2021-03-15,ES-VC,ES52,Comunidad Valenciana,Unknown,480454
2021-03-15,ES-EX,ES43,Extremadura,Unknown,148614
2021-03-15,ES-GA,ES11,Galicia,Unknown,338334
2021-03-15,ES-RI,ES23,La Rioja,Unknown,45403
2021-03-15,ES-MD,ES30,Madrid,Unknown,779306
2021-03-15,ES-MC,ES62,Murcia,Unknown,177134
2021-03-15,ES-NC,ES22,Navarra,Unknown,84981
2021-03-15,ES-PV,ES21,País Vasco,Unknown,234455
2021-03-15,ES-CE,ES63,Ceuta,Unknown,9278
2021-03-15,ES-ML,ES64,Melilla,Unknown,7374
2021-03-16,ES-AN,ES61,Andalucía,Unknown,1113414
2021-03-16,ES-AR,ES24,Aragón,Unknown,182899
2021-03-16,ES-AS,ES12,Asturias,Unknown,166072
2021-03-16,ES-IB,ES53,Islas Baleares,Unknown,110608
2021-03-16,ES-CN,ES70,Canarias,Unknown,219594
2021-03-16,ES-CB,ES13,Cantabria,Unknown,79283
2021-03-16,ES-CL,ES41,Castilla y León,Unknown,380228
2021-03-16,ES-CM,ES42,Castilla-La Mancha,Unknown,239085
2021-03-16,ES-CT,ES51,Cataluña,Unknown,899255
2021-03-16,ES-VC,ES52,Comunidad Valenciana,Unknown,486767
2021-03-16,ES-EX,ES43,Extremadura,Unknown,151027
2021-03-16,ES-GA,ES11,Galicia,Unknown,350571
2021-03-16,ES-RI,ES23,La Rioja,Unknown,46881
2021-03-16,ES-MD,ES30,Madrid,Unknown,792291
2021-03-16,ES-MC,ES62,Murcia,Unknown,180650
2021-03-16,ES-NC,ES22,Navarra,Unknown,86471
2021-03-16,ES-PV,ES21,País Vasco,Unknown,240162
2021-03-16,ES-CE,ES63,Ceuta,Unknown,9278
2021-03-16,ES-ML,ES64,Melilla,Unknown,7682
2021-03-17,ES-AN,ES61,Andalucía,Unknown,1135990
2021-03-17,ES-AR,ES24,Aragón,Unknown,188111
2021-03-17,ES-AS,ES12,Asturias,Unknown,171655
2021-03-17,ES-IB,ES53,Islas Baleares,Unknown,112889
2021-03-17,ES-CN,ES70,Canarias,Unknown,223811
2021-03-17,ES-CB,ES13,Cantabria,Unknown,81573
2021-03-17,ES-CL,ES41,Castilla y León,Unknown,389307
2021-03-17,ES-CM,ES42,Castilla-La Mancha,Unknown,245270
2021-03-17,ES-CT,ES51,Cataluña,Unknown,915213
2021-03-17,ES-VC,ES52,Comunidad Valenciana,Unknown,486769
2021-03-17,ES-EX,ES43,Extremadura,Unknown,156742
2021-03-17,ES-GA,ES11,Galicia,Unknown,360302
2021-03-17,ES-RI,ES23,La Rioja,Unknown,47744
2021-03-17,ES-MD,ES30,Madrid,Unknown,803199
2021-03-17,ES-MC,ES62,Murcia,Unknown,185005
2021-03-17,ES-NC,ES22,Navarra,Unknown,87756
2021-03-17,ES-PV,ES21,País Vasco,Unknown,248786
2021-03-17,ES-CE,ES63,Ceuta,Unknown,9278
2021-03-17,ES-ML,ES64,Melilla,Unknown,7685
2021-03-18,ES-AN,ES61,Andalucía,Unknown,1163449
2021-03-18,ES-AR,ES24,Aragón,Unknown,194938
2021-03-18,ES-AS,ES12,Asturias,Unknown,177134
2021-03-18,ES-IB,ES53,Islas Baleares,Unknown,117035
2021-03-18,ES-CN,ES70,Canarias,Unknown,228382
2021-03-18,ES-CB,ES13,Cantabria,Unknown,85106
2021-03-18,ES-CL,ES41,Castilla y León,Unknown,389307
2021-03-18,ES-CM,ES42,Castilla-La Mancha,Unknown,254487
2021-03-18,ES-CT,ES51,Cataluña,Unknown,915213
2021-03-18,ES-VC,ES52,Comunidad Valenciana,Unknown,530413
2021-03-18,ES-EX,ES43,Extremadura,Unknown,156742
2021-03-18,ES-GA,ES11,Galicia,Unknown,370076
2021-03-18,ES-RI,ES23,La Rioja,Unknown,48465
2021-03-18,ES-MD,ES30,Madrid,Unknown,814603
2021-03-18,ES-MC,ES62,Murcia,Unknown,185005
2021-03-18,ES-NC,ES22,Navarra,Unknown,90919
2021-03-18,ES-PV,ES21,País Vasco,Unknown,254750
2021-03-18,ES-CE,ES63,Ceuta,Unknown,9424
2021-03-18,ES-ML,ES64,Melilla,Unknown,7915
2021-03-22,ES-AN,ES61,Andalucía,Unknown,1185021
2021-03-22,ES-AR,ES24,Aragón,Unknown,206488
2021-03-22,ES-AS,ES12,Asturias,Unknown,186327
2021-03-22,ES-IB,ES53,Islas Baleares,Unknown,124537
2021-03-22,ES-CN,ES70,Canarias,Unknown,237712
2021-03-22,ES-CB,ES13,Cantabria,Unknown,90057
2021-03-22,ES-CL,ES41,Castilla y León,Unknown,425312
2021-03-22,ES-CM,ES42,Castilla-La Mancha,Unknown,267942
2021-03-22,ES-CT,ES51,Cataluña,Unknown,1006049
2021-03-22,ES-VC,ES52,Comunidad Valenciana,Unknown,560267
2021-03-22,ES-EX,ES43,Extremadura,Unknown,170024
2021-03-22,ES-GA,ES11,Galicia,Unknown,385402
2021-03-22,ES-RI,ES23,La Rioja,Unknown,50050
2021-03-22,ES-MD,ES30,Madrid,Unknown,848206
2021-03-22,ES-MC,ES62,Murcia,Unknown,198036
2021-03-22,ES-NC,ES22,Navarra,Unknown,99308
2021-03-22,ES-PV,ES21,País Vasco,Unknown,262965
2021-03-22,ES-CE,ES63,Ceuta,Unknown,9432
2021-03-22,ES-ML,ES64,Melilla,Unknown,8773
2021-03-23,ES-AN,ES61,Andalucía,Unknown,1202553
2021-03-23,ES-AR,ES24,Aragón,Unknown,207118
2021-03-23,ES-AS,ES12,Asturias,Unknown,187429
2021-03-23,ES-IB,ES53,Islas Baleares,Unknown,124791
2021-03-23,ES-CN,ES70,Canarias,Unknown,241508
2021-03-23,ES-CB,ES13,Cantabria,Unknown,91015
2021-03-23,ES-CL,ES41,Castilla y León,Unknown,431153
2021-03-23,ES-CM,ES42,Castilla-La Mancha,Unknown,271647
2021-03-23,ES-CT,ES51,Cataluña,Unknown,1011890
2021-03-23,ES-VC,ES52,Comunidad Valenciana,Unknown,569061
2021-03-23,ES-EX,ES43,Extremadura,Unknown,171479
2021-03-23,ES-GA,ES11,Galicia,Unknown,392134
2021-03-23,ES-RI,ES23,La Rioja,Unknown,50952
2021-03-23,ES-MD,ES30,Madrid,Unknown,861028
2021-03-23,ES-MC,ES62,Murcia,Unknown,199568
2021-03-23,ES-NC,ES22,Navarra,Unknown,100046
2021-03-23,ES-PV,ES21,País Vasco,Unknown,277455
2021-03-23,ES-CE,ES63,Ceuta,Unknown,9432
2021-03-23,ES-ML,ES64,Melilla,Unknown,8937
2021-03-24,ES-AN,ES61,Andalucía,Unknown,1258375
2021-03-24,ES-AR,ES24,Aragón,Unknown,211426
2021-03-24,ES-AS,ES12,Asturias,Unknown,192737
2021-03-24,ES-IB,ES53,Islas Baleares,Unknown,125552
2021-03-24,ES-CN,ES70,Canarias,Unknown,248101
2021-03-24,ES-CB,ES13,Cantabria,Unknown,94153
2021-03-24,ES-CL,ES41,Castilla y León,Unknown,441559
2021-03-24,ES-CM,ES42,Castilla-La Mancha,Unknown,278619
2021-03-24,ES-CT,ES51,Cataluña,Unknown,1027370
2021-03-24,ES-VC,ES52,Comunidad Valenciana,Unknown,590395
2021-03-24,ES-EX,ES43,Extremadura,Unknown,174734
2021-03-24,ES-GA,ES11,Galicia,Unknown,405300
2021-03-24,ES-RI,ES23,La Rioja,Unknown,51877
2021-03-24,ES-MD,ES30,Madrid,Unknown,888776
2021-03-24,ES-MC,ES62,Murcia,Unknown,204679
2021-03-24,ES-NC,ES22,Navarra,Unknown,102407
2021-03-24,ES-PV,ES21,País Vasco,Unknown,289725
2021-03-24,ES-CE,ES63,Ceuta,Unknown,9457
2021-03-24,ES-ML,ES64,Melilla,Unknown,9074
2021-03-25,ES-AN,ES61,Andalucía,Unknown,1293949
2021-03-25,ES-AR,ES24,Aragón,Unknown,220730
2021-03-25,ES-AS,ES12,Asturias,Unknown,197725
2021-03-25,ES-IB,ES53,Islas Baleares,Unknown,132167
2021-03-25,ES-CN,ES70,Canarias,Unknown,254352
2021-03-25,ES-CB,ES13,Cantabria,Unknown,97301
2021-03-25,ES-CL,ES41,Castilla y León,Unknown,456309
2021-03-25,ES-CM,ES42,Castilla-La Mancha,Unknown,291786
2021-03-25,ES-CT,ES51,Cataluña,Unknown,1062479
2021-03-25,ES-VC,ES52,Comunidad Valenciana,Unknown,612340
2021-03-25,ES-EX,ES43,Extremadura,Unknown,181812
2021-03-25,ES-GA,ES11,Galicia,Unknown,418902
2021-03-25,ES-RI,ES23,La Rioja,Unknown,53810
2021-03-25,ES-MD,ES30,Madrid,Unknown,915887
2021-03-25,ES-MC,ES62,Murcia,Unknown,206638
2021-03-25,ES-NC,ES22,Navarra,Unknown,105316
2021-03-25,ES-PV,ES21,País Vasco,Unknown,302858
2021-03-25,ES-CE,ES63,Ceuta,Unknown,10121
2021-03-25,ES-ML,ES64,Melilla,Unknown,9477
2021-03-29,ES-AN,ES61,Andalucía,Unknown,1375025
2021-03-29,ES-AR,ES24,Aragón,Unknown,236543
2021-03-29,ES-AS,ES12,Asturias,Unknown,212464
2021-03-29,ES-IB,ES53,Islas Baleares,Unknown,150294
2021-03-29,ES-CN,ES70,Canarias,Unknown,283444
2021-03-29,ES-CB,ES13,Cantabria,Unknown,107067
2021-03-29,ES-CL,ES41,Castilla y León,Unknown,507694
2021-03-29,ES-CM,ES42,Castilla-La Mancha,Unknown,332205
2021-03-29,ES-CT,ES51,Cataluña,Unknown,1192191
2021-03-29,ES-VC,ES52,Comunidad Valenciana,Unknown,734893
2021-03-29,ES-EX,ES43,Extremadura,Unknown,204735
2021-03-29,ES-GA,ES11,Galicia,Unknown,447652
2021-03-29,ES-RI,ES23,La Rioja,Unknown,59760
2021-03-29,ES-MD,ES30,Madrid,Unknown,995208
2021-03-29,ES-MC,ES62,Murcia,Unknown,223145
2021-03-29,ES-NC,ES22,Navarra,Unknown,113215
2021-03-29,ES-PV,ES21,País Vasco,Unknown,352196
2021-03-29,ES-CE,ES63,Ceuta,Unknown,11097
2021-03-29,ES-ML,ES64,Melilla,Unknown,10084
2021-03-30,ES-AN,ES61,Andalucía,Unknown,1400384
2021-03-30,ES-AR,ES24,Aragón,Unknown,241002
2021-03-30,ES-AS,ES12,Asturias,Unknown,216223
2021-03-30,ES-IB,ES53,Islas Baleares,Unknown,154339
2021-03-30,ES-CN,ES70,Canarias,Unknown,292317
2021-03-30,ES-CB,ES13,Cantabria,Unknown,109864
2021-03-30,ES-CL,ES41,Castilla y León,Unknown,507762
2021-03-30,ES-CM,ES42,Castilla-La Mancha,Unknown,340556
2021-03-30,ES-CT,ES51,Cataluña,Unknown,1219567
2021-03-30,ES-VC,ES52,Comunidad Valenciana,Unknown,742020
2021-03-30,ES-EX,ES43,Extremadura,Unknown,209542
2021-03-30,ES-GA,ES11,Galicia,Unknown,462010
2021-03-30,ES-RI,ES23,La Rioja,Unknown,61733
2021-03-30,ES-MD,ES30,Madrid,Unknown,1026074
2021-03-30,ES-MC,ES62,Murcia,Unknown,227530
2021-03-30,ES-NC,ES22,Navarra,Unknown,114802
2021-03-30,ES-PV,ES21,País Vasco,Unknown,361382
2021-03-30,ES-CE,ES63,Ceuta,Unknown,11142
2021-03-30,ES-ML,ES64,Melilla,Unknown,10297
2021-03-31,ES-AN,ES61,Andalucía,Unknown,1441414
2021-03-31,ES-AR,ES24,Aragón,Unknown,250339
2021-03-31,ES-AS,ES12,Asturias,Unknown,225915
2021-03-31,ES-IB,ES53,Islas Baleares,Unknown,160884
2021-03-31,ES-CN,ES70,Canarias,Unknown,304229
2021-03-31,ES-CB,ES13,Cantabria,Unknown,114080
2021-03-31,ES-CL,ES41,Castilla y León,Unknown,534134
2021-03-31,ES-CM,ES42,Castilla-La Mancha,Unknown,356085
2021-03-31,ES-CT,ES51,Cataluña,Unknown,1274944
2021-03-31,ES-VC,ES52,Comunidad Valenciana,Unknown,768217
2021-03-31,ES-EX,ES43,Extremadura,Unknown,219487
2021-03-31,ES-GA,ES11,Galicia,Unknown,478450
2021-03-31,ES-RI,ES23,La Rioja,Unknown,63416
2021-03-31,ES-MD,ES30,Madrid,Unknown,1058277
2021-03-31,ES-MC,ES62,Murcia,Unknown,237224
2021-03-31,ES-NC,ES22,Navarra,Unknown,117849
2021-03-31,ES-PV,ES21,País Vasco,Unknown,370971
2021-03-31,ES-CE,ES63,Ceuta,Unknown,11226
2021-03-31,ES-ML,ES64,Melilla,Unknown,10413
2021-04-01,ES-AN,ES61,Andalucía,Unknown,1483868
2021-04-01,ES-AR,ES24,Aragón,Unknown,258902
2021-04-01,ES-AS,ES12,Asturias,Unknown,234491
2021-04-01,ES-IB,ES53,Islas Baleares,Unknown,160884
2021-04-01,ES-CN,ES70,Canarias,Unknown,315167
2021-04-01,ES-CB,ES13,Cantabria,Unknown,114080
2021-04-01,ES-CL,ES41,Castilla y León,Unknown,554254
2021-04-01,ES-CM,ES42,Castilla-La Mancha,Unknown,356085
2021-04-01,ES-CT,ES51,Cataluña,Unknown,1353057
2021-04-01,ES-VC,ES52,Comunidad Valenciana,Unknown,821536
2021-04-01,ES-EX,ES43,Extremadura,Unknown,231560
2021-04-01,ES-GA,ES11,Galicia,Unknown,498870
2021-04-01,ES-RI,ES23,La Rioja,Unknown,65886
2021-04-01,ES-MD,ES30,Madrid,Unknown,1092992
2021-04-01,ES-MC,ES62,Murcia,Unknown,246425
2021-04-01,ES-NC,ES22,Navarra,Unknown,121389
2021-04-01,ES-PV,ES21,País Vasco,Unknown,370971
2021-04-01,ES-CE,ES63,Ceuta,Unknown,11226
2021-04-01,ES-ML,ES64,Melilla,Unknown,10413
2021-04-03,ES-AN,ES61,Andalucía,Unknown,1503567
2021-04-03,ES-AR,ES24,Aragón,Unknown,265619
2021-04-03,ES-AS,ES12,Asturias,Unknown,242053
2021-04-03,ES-IB,ES53,Islas Baleares,Unknown,173015
2021-04-03,ES-CN,ES70,Canarias,Unknown,318372
2021-04-03,ES-CB,ES13,Cantabria,Unknown,120335
2021-04-03,ES-CL,ES41,Castilla y León,Unknown,562643
2021-04-03,ES-CM,ES42,Castilla-La Mancha,Unknown,382287
2021-04-03,ES-CT,ES51,Cataluña,Unknown,1353057
2021-04-03,ES-VC,ES52,Comunidad Valenciana,Unknown,864575
2021-04-03,ES-EX,ES43,Extremadura,Unknown,233822
2021-04-03,ES-GA,ES11,Galicia,Unknown,524134
2021-04-03,ES-RI,ES23,La Rioja,Unknown,67487
2021-04-03,ES-MD,ES30,Madrid,Unknown,1125861
2021-04-03,ES-MC,ES62,Murcia,Unknown,256379
2021-04-03,ES-NC,ES22,Navarra,Unknown,121389
2021-04-03,ES-PV,ES21,País Vasco,Unknown,370971
2021-04-03,ES-CE,ES63,Ceuta,Unknown,11226
2021-04-03,ES-ML,ES64,Melilla,Unknown,10413
2021-04-05,ES-AN,ES61,Andalucía,Unknown,1517023
2021-04-05,ES-AR,ES24,Aragón,Unknown,265649
2021-04-05,ES-AS,ES12,Asturias,Unknown,250132
2021-04-05,ES-IB,ES53,Islas Baleares,Unknown,175308
2021-04-05,ES-CN,ES70,Canarias,Unknown,323880
2021-04-05,ES-CB,ES13,Cantabria,Unknown,120751
2021-04-05,ES-CL,ES41,Castilla y León,Unknown,572774
2021-04-05,ES-CM,ES42,Castilla-La Mancha,Unknown,391798
2021-04-05,ES-CT,ES51,Cataluña,Unknown,1441264
2021-04-05,ES-VC,ES52,Comunidad Valenciana,Unknown,870686
2021-04-05,ES-EX,ES43,Extremadura,Unknown,236428
2021-04-05,ES-GA,ES11,Galicia,Unknown,540723
2021-04-05,ES-RI,ES23,La Rioja,Unknown,67487
2021-04-05,ES-MD,ES30,Madrid,Unknown,1144369
2021-04-05,ES-MC,ES62,Murcia,Unknown,258999
2021-04-05,ES-NC,ES22,Navarra,Unknown,121389
2021-04-05,ES-PV,ES21,País Vasco,Unknown,370972
2021-04-05,ES-CE,ES63,Ceuta,Unknown,12616
2021-04-05,ES-ML,ES64,Melilla,Unknown,11201
2021-04-06,ES-AN,ES61,Andalucía,Unknown,1557660
2021-04-06,ES-AR,ES24,Aragón,Unknown,270285
2021-04-06,ES-AS,ES12,Asturias,Unknown,255449
2021-04-06,ES-IB,ES53,Islas Baleares,Unknown,176500
2021-04-06,ES-CN,ES70,Canarias,Unknown,329689
2021-04-06,ES-CB,ES13,Cantabria,Unknown,122107
2021-04-06,ES-CL,ES41,Castilla y León,Unknown,590123
2021-04-06,ES-CM,ES42,Castilla-La Mancha,Unknown,406226
2021-04-06,ES-CT,ES51,Cataluña,Unknown,1456572
2021-04-06,ES-VC,ES52,Comunidad Valenciana,Unknown,870750
2021-04-06,ES-EX,ES43,Extremadura,Unknown,244116
2021-04-06,ES-GA,ES11,Galicia,Unknown,559141
2021-04-06,ES-RI,ES23,La Rioja,Unknown,69384
2021-04-06,ES-MD,ES30,Madrid,Unknown,1194726
2021-04-06,ES-MC,ES62,Murcia,Unknown,262673
2021-04-06,ES-NC,ES22,Navarra,Unknown,134191
2021-04-06,ES-PV,ES21,País Vasco,Unknown,441562
2021-04-06,ES-CE,ES63,Ceuta,Unknown,13813
2021-04-06,ES-ML,ES64,Melilla,Unknown,11584
2021-04-07,ES-AN,ES61,Andalucía,Unknown,1622189
2021-04-07,ES-AR,ES24,Aragón,Unknown,276558
2021-04-07,ES-AS,ES12,Asturias,Unknown,264498
2021-04-07,ES-IB,ES53,Islas Baleares,Unknown,181442
2021-04-07,ES-CN,ES70,Canarias,Unknown,339311
2021-04-07,ES-CB,ES13,Cantabria,Unknown,127290
2021-04-07,ES-CL,ES41,Castilla y León,Unknown,610573
2021-04-07,ES-CM,ES42,Castilla-La Mancha,Unknown,423319
2021-04-07,ES-CT,ES51,Cataluña,Unknown,1504694
2021-04-07,ES-VC,ES52,Comunidad Valenciana,Unknown,926076
2021-04-07,ES-EX,ES43,Extremadura,Unknown,254867
2021-04-07,ES-GA,ES11,Galicia,Unknown,584849
2021-04-07,ES-RI,ES23,La Rioja,Unknown,71782
2021-04-07,ES-MD,ES30,Madrid,Unknown,1239223
2021-04-07,ES-MC,ES62,Murcia,Unknown,264263
2021-04-07,ES-NC,ES22,Navarra,Unknown,137093
2021-04-07,ES-PV,ES21,País Vasco,Unknown,445819
2021-04-07,ES-CE,ES63,Ceuta,Unknown,14358
2021-04-07,ES-ML,ES64,Melilla,Unknown,11582
2021-04-08,ES-AN,ES61,Andalucía,Unknown,1699464
2021-04-08,ES-AR,ES24,Aragón,Unknown,290838
2021-04-08,ES-AS,ES12,Asturias,Unknown,272976
2021-04-08,ES-IB,ES53,Islas Baleares,Unknown,190732
2021-04-08,ES-CN,ES70,Canarias,Unknown,355871
2021-04-08,ES-CB,ES13,Cantabria,Unknown,128539
2021-04-08,ES-CL,ES41,Castilla y León,Unknown,629472
2021-04-08,ES-CM,ES42,Castilla-La Mancha,Unknown,444254
