date,iso_code,nuts2,name,supplier,delivered
2021-02-04,ES-AS,ES12,Asturias,Pfizer/BioNTech,69935
2021-02-04,ES-AS,ES12,Asturias,Moderna,2900
2021-02-04,ES-IB,ES53,Islas Baleares,Pfizer/BioNTech,35460
2021-02-04,ES-IB,ES53,Islas Baleares,Moderna,1500
2021-02-04,ES-CN,ES70,Canarias,Pfizer/BioNTech,79530
2021-02-04,ES-CN,ES70,Canarias,Moderna,3200
2021-02-04,ES-CB,ES13,Cantabria,Pfizer/BioNTech,33495
2021-02-04,ES-CB,ES13,Cantabria,Moderna,1300
2021-02-04,ES-CL,ES41,Castilla y León,Pfizer/BioNTech,149475
2021-02-04,ES-CL,ES41,Castilla y León,Moderna,6200
2021-02-04,ES-CM,ES42,Castilla-La Mancha,Pfizer/BioNTech,101655
2021-02-04,ES-CM,ES42,Castilla-La Mancha,Moderna,4200
2021-02-04,ES-CT,ES51,Cataluña,Pfizer/BioNTech,345770
2021-02-04,ES-CT,ES51,Cataluña,Moderna,14300
2021-02-04,ES-VC,ES52,Comunidad Valenciana,Pfizer/BioNTech,175690
2021-02-04,ES-VC,ES52,Comunidad Valenciana,Moderna,7000
2021-02-04,ES-EX,ES43,Extremadura,Pfizer/BioNTech,62675
2021-02-04,ES-EX,ES43,Extremadura,Moderna,2500
2021-02-04,ES-GA,ES11,Galicia,Pfizer/BioNTech,108925
2021-02-04,ES-GA,ES11,Galicia,Moderna,4500
2021-02-04,ES-RI,ES23,La Rioja,Pfizer/BioNTech,17615
2021-02-04,ES-RI,ES23,La Rioja,Moderna,600
2021-02-04,ES-MD,ES30,Madrid,Pfizer/BioNTech,280725
2021-02-04,ES-MD,ES30,Madrid,Moderna,11600
2021-02-04,ES-MC,ES62,Murcia,Pfizer/BioNTech,73265
2021-02-04,ES-MC,ES62,Murcia,Moderna,3000
2021-02-04,ES-NC,ES22,Navarra,Pfizer/BioNTech,33495
2021-02-04,ES-NC,ES22,Navarra,Moderna,1300
2021-02-04,ES-PV,ES21,País Vasco,Pfizer/BioNTech,91080
2021-02-04,ES-PV,ES21,País Vasco,Moderna,3600
2021-02-04,ES-CE,ES63,Ceuta,Pfizer/BioNTech,1980
2021-02-04,ES-CE,ES63,Ceuta,Moderna,200
2021-02-04,ES-ML,ES64,Melilla,Pfizer/BioNTech,1980
2021-02-04,ES-ML,ES64,Melilla,Moderna,200
2021-02-05,ES-AN,ES61,Andalucía,Pfizer/BioNTech,400230
2021-02-05,ES-AN,ES61,Andalucía,Moderna,16600
2021-02-05,ES-AR,ES24,Aragón,Pfizer/BioNTech,68175
2021-02-05,ES-AR,ES24,Aragón,Moderna,2900
2021-02-05,ES-AS,ES12,Asturias,Pfizer/BioNTech,69935
2021-02-05,ES-AS,ES12,Asturias,Moderna,2900
2021-02-05,ES-IB,ES53,Islas Baleares,Pfizer/BioNTech,35460
2021-02-05,ES-IB,ES53,Islas Baleares,Moderna,1500
2021-02-05,ES-CN,ES70,Canarias,Pfizer/BioNTech,79530
2021-02-05,ES-CN,ES70,Canarias,Moderna,3200
2021-02-05,ES-CB,ES13,Cantabria,Pfizer/BioNTech,33495
2021-02-05,ES-CB,ES13,Cantabria,Moderna,1300
2021-02-05,ES-CL,ES41,Castilla y León,Pfizer/BioNTech,149475
2021-02-05,ES-CL,ES41,Castilla y León,Moderna,6200
2021-02-05,ES-CM,ES42,Castilla-La Mancha,Pfizer/BioNTech,101655
2021-02-05,ES-CM,ES42,Castilla-La Mancha,Moderna,4200
2021-02-05,ES-CT,ES51,Cataluña,Pfizer/BioNTech,345770
2021-02-05,ES-CT,ES51,Cataluña,Moderna,14300
2021-02-05,ES-VC,ES52,Comunidad Valenciana,Pfizer/BioNTech,175690
2021-02-05,ES-VC,ES52,Comunidad Valenciana,Moderna,7000
2021-02-05,ES-EX,ES43,Extremadura,Pfizer/BioNTech,62675
2021-02-05,ES-EX,ES43,Extremadura,Moderna,2500
2021-02-05,ES-GA,ES11,Galicia,Pfizer/BioNTech,108925
2021-02-05,ES-GA,ES11,Galicia,Moderna,4500
2021-02-05,ES-RI,ES23,La Rioja,Pfizer/BioNTech,17615
2021-02-05,ES-RI,ES23,La Rioja,Moderna,600
2021-02-05,ES-MD,ES30,Madrid,Pfizer/BioNTech,280725
2021-02-05,ES-MD,ES30,Madrid,Moderna,11600
2021-02-05,ES-MC,ES62,Murcia,Pfizer/BioNTech,73265
2021-02-05,ES-MC,ES62,Murcia,Moderna,3000
2021-02-05,ES-NC,ES22,Navarra,Pfizer/BioNTech,33495
2021-02-05,ES-NC,ES22,Navarra,Moderna,1300
2021-02-05,ES-PV,ES21,País Vasco,Pfizer/BioNTech,91080
2021-02-05,ES-PV,ES21,País Vasco,Moderna,3600
2021-02-05,ES-CE,ES63,Ceuta,Pfizer/BioNTech,1980
2021-02-05,ES-CE,ES63,Ceuta,Moderna,200
2021-02-05,ES-ML,ES64,Melilla,Pfizer/BioNTech,1980
2021-02-05,ES-ML,ES64,Melilla,Moderna,200
2021-02-08,ES-AN,ES61,Andalucía,Pfizer/BioNTech,400230
2021-02-08,ES-AN,ES61,Andalucía,Moderna,16600
2021-02-08,ES-AR,ES24,Aragón,Pfizer/BioNTech,68175
2021-02-08,ES-AR,ES24,Aragón,Moderna,2900
2021-02-08,ES-AS,ES12,Asturias,Pfizer/BioNTech,69935
2021-02-08,ES-AS,ES12,Asturias,Moderna,2900
2021-02-08,ES-IB,ES53,Islas Baleares,Pfizer/BioNTech,35460
2021-02-08,ES-IB,ES53,Islas Baleares,Moderna,1500
2021-02-08,ES-CN,ES70,Canarias,Pfizer/BioNTech,79530
2021-02-08,ES-CN,ES70,Canarias,Moderna,3200
2021-02-08,ES-CB,ES13,Cantabria,Pfizer/BioNTech,33495
2021-02-08,ES-CB,ES13,Cantabria,Moderna,1300
2021-02-08,ES-CL,ES41,Castilla y León,Pfizer/BioNTech,149475
2021-02-08,ES-CL,ES41,Castilla y León,Moderna,6200
2021-02-08,ES-CM,ES42,Castilla-La Mancha,Pfizer/BioNTech,101655
2021-02-08,ES-CM,ES42,Castilla-La Mancha,Moderna,4200
2021-02-08,ES-CT,ES51,Cataluña,Pfizer/BioNTech,345770
2021-02-08,ES-CT,ES51,Cataluña,Moderna,14300
2021-02-08,ES-VC,ES52,Comunidad Valenciana,Pfizer/BioNTech,175690
2021-02-08,ES-VC,ES52,Comunidad Valenciana,Moderna,7000
2021-02-08,ES-EX,ES43,Extremadura,Pfizer/BioNTech,62675
2021-02-08,ES-EX,ES43,Extremadura,Moderna,2500
2021-02-08,ES-GA,ES11,Galicia,Pfizer/BioNTech,108925
2021-02-08,ES-GA,ES11,Galicia,Moderna,4500
2021-02-08,ES-RI,ES23,La Rioja,Pfizer/BioNTech,17615
2021-02-08,ES-RI,ES23,La Rioja,Moderna,600
2021-02-08,ES-MD,ES30,Madrid,Pfizer/BioNTech,280725
2021-02-08,ES-MD,ES30,Madrid,Moderna,11600
2021-02-08,ES-MC,ES62,Murcia,Pfizer/BioNTech,73265
2021-02-08,ES-MC,ES62,Murcia,Moderna,3000
2021-02-08,ES-NC,ES22,Navarra,Pfizer/BioNTech,33495
2021-02-08,ES-NC,ES22,Navarra,Moderna,1300
2021-02-08,ES-PV,ES21,País Vasco,Pfizer/BioNTech,91080
2021-02-08,ES-PV,ES21,País Vasco,Moderna,3600
2021-02-08,ES-CE,ES63,Ceuta,Pfizer/BioNTech,1980
2021-02-08,ES-CE,ES63,Ceuta,Moderna,200
2021-02-08,ES-ML,ES64,Melilla,Pfizer/BioNTech,1980
2021-02-08,ES-ML,ES64,Melilla,Moderna,200
2021-02-09,ES-AN,ES61,Andalucía,Pfizer/BioNTech,400230
2021-02-09,ES-AN,ES61,Andalucía,Moderna,16600
2021-02-09,ES-AN,ES61,Andalucía,AstraZeneca/Oxford,34500
2021-02-09,ES-AR,ES24,Aragón,Pfizer/BioNTech,68175
2021-02-09,ES-AR,ES24,Aragón,Moderna,2900
2021-02-09,ES-AR,ES24,Aragón,AstraZeneca/Oxford,5400
2021-02-09,ES-AS,ES12,Asturias,Pfizer/BioNTech,69935
2021-02-09,ES-AS,ES12,Asturias,Moderna,2900
2021-02-09,ES-AS,ES12,Asturias,AstraZeneca/Oxford,4200
2021-02-09,ES-IB,ES53,Islas Baleares,Pfizer/BioNTech,35460
2021-02-09,ES-IB,ES53,Islas Baleares,Moderna,1500
2021-02-09,ES-IB,ES53,Islas Baleares,AstraZeneca/Oxford,4800
2021-02-09,ES-CN,ES70,Canarias,Pfizer/BioNTech,79530
2021-02-09,ES-CN,ES70,Canarias,Moderna,3200
2021-02-09,ES-CN,ES70,Canarias,AstraZeneca/Oxford,8900
2021-02-09,ES-CB,ES13,Cantabria,Pfizer/BioNTech,33495
2021-02-09,ES-CB,ES13,Cantabria,Moderna,1300
2021-02-09,ES-CB,ES13,Cantabria,AstraZeneca/Oxford,2400
2021-02-09,ES-CL,ES41,Castilla y León,Pfizer/BioNTech,149475
2021-02-09,ES-CL,ES41,Castilla y León,Moderna,6200
2021-02-09,ES-CL,ES41,Castilla y León,AstraZeneca/Oxford,9800
2021-02-09,ES-CM,ES42,Castilla-La Mancha,Pfizer/BioNTech,101655
2021-02-09,ES-CM,ES42,Castilla-La Mancha,Moderna,4200
2021-02-09,ES-CM,ES42,Castilla-La Mancha,AstraZeneca/Oxford,8300
2021-02-09,ES-CT,ES51,Cataluña,Pfizer/BioNTech,345770
2021-02-09,ES-CT,ES51,Cataluña,Moderna,14300
2021-02-09,ES-CT,ES51,Cataluña,AstraZeneca/Oxford,31800
2021-02-09,ES-VC,ES52,Comunidad Valenciana,Pfizer/BioNTech,175690
2021-02-09,ES-VC,ES52,Comunidad Valenciana,Moderna,7000
2021-02-09,ES-VC,ES52,Comunidad Valenciana,AstraZeneca/Oxford,20600
2021-02-09,ES-EX,ES43,Extremadura,Pfizer/BioNTech,62675
2021-02-09,ES-EX,ES43,Extremadura,Moderna,2500
2021-02-09,ES-EX,ES43,Extremadura,AstraZeneca/Oxford,4300
2021-02-09,ES-GA,ES11,Galicia,Pfizer/BioNTech,108925
2021-02-09,ES-GA,ES11,Galicia,Moderna,4500
2021-02-09,ES-GA,ES11,Galicia,AstraZeneca/Oxford,11000
2021-02-09,ES-RI,ES23,La Rioja,Pfizer/BioNTech,17615
2021-02-09,ES-RI,ES23,La Rioja,Moderna,600
2021-02-09,ES-RI,ES23,La Rioja,AstraZeneca/Oxford,1300
2021-02-09,ES-MD,ES30,Madrid,Pfizer/BioNTech,280725
2021-02-09,ES-MD,ES30,Madrid,Moderna,11600
2021-02-09,ES-MD,ES30,Madrid,AstraZeneca/Oxford,27700
2021-02-09,ES-MC,ES62,Murcia,Pfizer/BioNTech,73265
2021-02-09,ES-MC,ES62,Murcia,Moderna,3000
2021-02-09,ES-MC,ES62,Murcia,AstraZeneca/Oxford,6200
2021-02-09,ES-NC,ES22,Navarra,Pfizer/BioNTech,33495
2021-02-09,ES-NC,ES22,Navarra,Moderna,1300
2021-02-09,ES-NC,ES22,Navarra,AstraZeneca/Oxford,2700
2021-02-09,ES-PV,ES21,País Vasco,Pfizer/BioNTech,91080
2021-02-09,ES-PV,ES21,País Vasco,Moderna,3600
2021-02-09,ES-PV,ES21,País Vasco,AstraZeneca/Oxford,9100
2021-02-09,ES-CE,ES63,Ceuta,Pfizer/BioNTech,1980
2021-02-09,ES-CE,ES63,Ceuta,Moderna,200
2021-02-09,ES-CE,ES63,Ceuta,AstraZeneca/Oxford,400
2021-02-09,ES-ML,ES64,Melilla,Pfizer/BioNTech,1980
2021-02-09,ES-ML,ES64,Melilla,Moderna,200
2021-02-09,ES-ML,ES64,Melilla,AstraZeneca/Oxford,400
2021-02-10,ES-AN,ES61,Andalucía,Pfizer/BioNTech,475110
2021-02-10,ES-AN,ES61,Andalucía,Moderna,36300
2021-02-10,ES-AN,ES61,Andalucía,AstraZeneca/Oxford,34500
2021-02-10,ES-AR,ES24,Aragón,Pfizer/BioNTech,81045
2021-02-10,ES-AR,ES24,Aragón,Moderna,6300
2021-02-10,ES-AR,ES24,Aragón,AstraZeneca/Oxford,5400
2021-02-10,ES-AS,ES12,Asturias,Pfizer/BioNTech,83975
2021-02-10,ES-AS,ES12,Asturias,Moderna,6300
2021-02-10,ES-AS,ES12,Asturias,AstraZeneca/Oxford,4200
2021-02-10,ES-IB,ES53,Islas Baleares,Pfizer/BioNTech,42480
2021-02-10,ES-IB,ES53,Islas Baleares,Moderna,3200
2021-02-10,ES-IB,ES53,Islas Baleares,AstraZeneca/Oxford,4800
2021-02-10,ES-CN,ES70,Canarias,Pfizer/BioNTech,93570
2021-02-10,ES-CN,ES70,Canarias,Moderna,7000
2021-02-10,ES-CN,ES70,Canarias,AstraZeneca/Oxford,8900
2021-02-10,ES-CB,ES13,Cantabria,Pfizer/BioNTech,39345
2021-02-10,ES-CB,ES13,Cantabria,Moderna,2900
2021-02-10,ES-CB,ES13,Cantabria,AstraZeneca/Oxford,2400
2021-02-10,ES-CL,ES41,Castilla y León,Pfizer/BioNTech,177555
2021-02-10,ES-CL,ES41,Castilla y León,Moderna,13500
2021-02-10,ES-CL,ES41,Castilla y León,AstraZeneca/Oxford,9800
2021-02-10,ES-CM,ES42,Castilla-La Mancha,Pfizer/BioNTech,120375
2021-02-10,ES-CM,ES42,Castilla-La Mancha,Moderna,9200
2021-02-10,ES-CM,ES42,Castilla-La Mancha,AstraZeneca/Oxford,8300
2021-02-10,ES-CT,ES51,Cataluña,Pfizer/BioNTech,410120
2021-02-10,ES-CT,ES51,Cataluña,Moderna,31400
2021-02-10,ES-CT,ES51,Cataluña,AstraZeneca/Oxford,31800
2021-02-10,ES-VC,ES52,Comunidad Valenciana,Pfizer/BioNTech,207280
2021-02-10,ES-VC,ES52,Comunidad Valenciana,Moderna,15700
2021-02-10,ES-VC,ES52,Comunidad Valenciana,AstraZeneca/Oxford,20600
2021-02-10,ES-EX,ES43,Extremadura,Pfizer/BioNTech,74375
2021-02-10,ES-EX,ES43,Extremadura,Moderna,5400
2021-02-10,ES-EX,ES43,Extremadura,AstraZeneca/Oxford,4300
2021-02-10,ES-GA,ES11,Galicia,Pfizer/BioNTech,128815
2021-02-10,ES-GA,ES11,Galicia,Moderna,9800
2021-02-10,ES-GA,ES11,Galicia,AstraZeneca/Oxford,11000
2021-02-10,ES-RI,ES23,La Rioja,Pfizer/BioNTech,19955
2021-02-10,ES-RI,ES23,La Rioja,Moderna,1400
2021-02-10,ES-RI,ES23,La Rioja,AstraZeneca/Oxford,1300
2021-02-10,ES-MD,ES30,Madrid,Pfizer/BioNTech,333375
2021-02-10,ES-MD,ES30,Madrid,Moderna,25400
2021-02-10,ES-MD,ES30,Madrid,AstraZeneca/Oxford,27700
2021-02-10,ES-MC,ES62,Murcia,Pfizer/BioNTech,87305
2021-02-10,ES-MC,ES62,Murcia,Moderna,6600
2021-02-10,ES-MC,ES62,Murcia,AstraZeneca/Oxford,6200
2021-02-10,ES-NC,ES22,Navarra,Pfizer/BioNTech,39345
2021-02-10,ES-NC,ES22,Navarra,Moderna,2900
2021-02-10,ES-NC,ES22,Navarra,AstraZeneca/Oxford,2700
2021-02-10,ES-PV,ES21,País Vasco,Pfizer/BioNTech,107460
2021-02-10,ES-PV,ES21,País Vasco,Moderna,7900
2021-02-10,ES-PV,ES21,País Vasco,AstraZeneca/Oxford,9100
2021-02-10,ES-CE,ES63,Ceuta,Pfizer/BioNTech,4320
2021-02-10,ES-CE,ES63,Ceuta,Moderna,400
2021-02-10,ES-CE,ES63,Ceuta,AstraZeneca/Oxford,400
2021-02-10,ES-ML,ES64,Melilla,Pfizer/BioNTech,3150
2021-02-10,ES-ML,ES64,Melilla,Moderna,400
2021-02-10,ES-ML,ES64,Melilla,AstraZeneca/Oxford,400
2021-02-11,ES-AN,ES61,Andalucía,Pfizer/BioNTech,475110
2021-02-11,ES-AN,ES61,Andalucía,Moderna,36300
2021-02-11,ES-AN,ES61,Andalucía,AstraZeneca/Oxford,34500
2021-02-11,ES-AR,ES24,Aragón,Pfizer/BioNTech,81045
2021-02-11,ES-AR,ES24,Aragón,Moderna,6300
2021-02-11,ES-AR,ES24,Aragón,AstraZeneca/Oxford,5400
2021-02-11,ES-AS,ES12,Asturias,Pfizer/BioNTech,83975
2021-02-11,ES-AS,ES12,Asturias,Moderna,6300
2021-02-11,ES-AS,ES12,Asturias,AstraZeneca/Oxford,4200
2021-02-11,ES-IB,ES53,Islas Baleares,Pfizer/BioNTech,42480
2021-02-11,ES-IB,ES53,Islas Baleares,Moderna,3200
2021-02-11,ES-IB,ES53,Islas Baleares,AstraZeneca/Oxford,4800
2021-02-11,ES-CN,ES70,Canarias,Pfizer/BioNTech,93570
2021-02-11,ES-CN,ES70,Canarias,Moderna,7000
2021-02-11,ES-CN,ES70,Canarias,AstraZeneca/Oxford,8900
2021-02-11,ES-CB,ES13,Cantabria,Pfizer/BioNTech,39345
2021-02-11,ES-CB,ES13,Cantabria,Moderna,2900
2021-02-11,ES-CB,ES13,Cantabria,AstraZeneca/Oxford,2400
2021-02-11,ES-CL,ES41,Castilla y León,Pfizer/BioNTech,177555
2021-02-11,ES-CL,ES41,Castilla y León,Moderna,13500
2021-02-11,ES-CL,ES41,Castilla y León,AstraZeneca/Oxford,9800
2021-02-11,ES-CM,ES42,Castilla-La Mancha,Pfizer/BioNTech,120375
2021-02-11,ES-CM,ES42,Castilla-La Mancha,Moderna,9200
2021-02-11,ES-CM,ES42,Castilla-La Mancha,AstraZeneca/Oxford,8300
2021-02-11,ES-CT,ES51,Cataluña,Pfizer/BioNTech,410120
2021-02-11,ES-CT,ES51,Cataluña,Moderna,31400
2021-02-11,ES-CT,ES51,Cataluña,AstraZeneca/Oxford,31800
2021-02-11,ES-VC,ES52,Comunidad Valenciana,Pfizer/BioNTech,207280
2021-02-11,ES-VC,ES52,Comunidad Valenciana,Moderna,15700
2021-02-11,ES-VC,ES52,Comunidad Valenciana,AstraZeneca/Oxford,20600
2021-02-11,ES-EX,ES43,Extremadura,Pfizer/BioNTech,74375
2021-02-11,ES-EX,ES43,Extremadura,Moderna,5400
2021-02-11,ES-EX,ES43,Extremadura,AstraZeneca/Oxford,4300
2021-02-11,ES-GA,ES11,Galicia,Pfizer/BioNTech,128815
2021-02-11,ES-GA,ES11,Galicia,Moderna,9800
2021-02-11,ES-GA,ES11,Galicia,AstraZeneca/Oxford,11000
2021-02-11,ES-RI,ES23,La Rioja,Pfizer/BioNTech,19955
2021-02-11,ES-RI,ES23,La Rioja,Moderna,1400
2021-02-11,ES-RI,ES23,La Rioja,AstraZeneca/Oxford,1300
2021-02-11,ES-MD,ES30,Madrid,Pfizer/BioNTech,333375
2021-02-11,ES-MD,ES30,Madrid,Moderna,25400
2021-02-11,ES-MD,ES30,Madrid,AstraZeneca/Oxford,27700
2021-02-11,ES-MC,ES62,Murcia,Pfizer/BioNTech,87305
2021-02-11,ES-MC,ES62,Murcia,Moderna,6600
2021-02-11,ES-MC,ES62,Murcia,AstraZeneca/Oxford,6200
2021-02-11,ES-NC,ES22,Navarra,Pfizer/BioNTech,39345
2021-02-11,ES-NC,ES22,Navarra,Moderna,2900
2021-02-11,ES-NC,ES22,Navarra,AstraZeneca/Oxford,2700
2021-02-11,ES-PV,ES21,País Vasco,Pfizer/BioNTech,107460
2021-02-11,ES-PV,ES21,País Vasco,Moderna,7900
2021-02-11,ES-PV,ES21,País Vasco,AstraZeneca/Oxford,9100
2021-02-11,ES-CE,ES63,Ceuta,Pfizer/BioNTech,4320
2021-02-11,ES-CE,ES63,Ceuta,Moderna,400
2021-02-11,ES-CE,ES63,Ceuta,AstraZeneca/Oxford,400
2021-02-11,ES-ML,ES64,Melilla,Pfizer/BioNTech,3150
2021-02-11,ES-ML,ES64,Melilla,Moderna,400
2021-02-11,ES-ML,ES64,Melilla,AstraZeneca/Oxford,400
2021-02-12,ES-AN,ES61,Andalucía,Pfizer/BioNTech,475110
2021-02-12,ES-AN,ES61,Andalucía,Moderna,36300
2021-02-12,ES-AN,ES61,Andalucía,AstraZeneca/Oxford,34500
2021-02-12,ES-AR,ES24,Aragón,Pfizer/BioNTech,81045
2021-02-12,ES-AR,ES24,Aragón,Moderna,6300
2021-02-12,ES-AR,ES24,Aragón,AstraZeneca/Oxford,5400
2021-02-12,ES-AS,ES12,Asturias,Pfizer/BioNTech,83975
2021-02-12,ES-AS,ES12,Asturias,Moderna,6300
2021-02-12,ES-AS,ES12,Asturias,AstraZeneca/Oxford,4200
2021-02-12,ES-IB,ES53,Islas Baleares,Pfizer/BioNTech,42480
2021-02-12,ES-IB,ES53,Islas Baleares,Moderna,3200
2021-02-12,ES-IB,ES53,Islas Baleares,AstraZeneca/Oxford,4800
2021-02-12,ES-CN,ES70,Canarias,Pfizer/BioNTech,93570
2021-02-12,ES-CN,ES70,Canarias,Moderna,7000
2021-02-12,ES-CN,ES70,Canarias,AstraZeneca/Oxford,8900
2021-02-12,ES-CB,ES13,Cantabria,Pfizer/BioNTech,39345
2021-02-12,ES-CB,ES13,Cantabria,Moderna,2900
2021-02-12,ES-CB,ES13,Cantabria,AstraZeneca/Oxford,2400
2021-02-12,ES-CL,ES41,Castilla y León,Pfizer/BioNTech,177555
2021-02-12,ES-CL,ES41,Castilla y León,Moderna,13500
2021-02-12,ES-CL,ES41,Castilla y León,AstraZeneca/Oxford,9800
2021-02-12,ES-CM,ES42,Castilla-La Mancha,Pfizer/BioNTech,120375
2021-02-12,ES-CM,ES42,Castilla-La Mancha,Moderna,9200
2021-02-12,ES-CM,ES42,Castilla-La Mancha,AstraZeneca/Oxford,8300
2021-02-12,ES-CT,ES51,Cataluña,Pfizer/BioNTech,410120
2021-02-12,ES-CT,ES51,Cataluña,Moderna,31400
2021-02-12,ES-CT,ES51,Cataluña,AstraZeneca/Oxford,31800
2021-02-12,ES-VC,ES52,Comunidad Valenciana,Pfizer/BioNTech,207280
2021-02-12,ES-VC,ES52,Comunidad Valenciana,Moderna,15700
2021-02-12,ES-VC,ES52,Comunidad Valenciana,AstraZeneca/Oxford,20600
2021-02-12,ES-EX,ES43,Extremadura,Pfizer/BioNTech,74375
2021-02-12,ES-EX,ES43,Extremadura,Moderna,5400
2021-02-12,ES-EX,ES43,Extremadura,AstraZeneca/Oxford,4300
2021-02-12,ES-GA,ES11,Galicia,Pfizer/BioNTech,128815
2021-02-12,ES-GA,ES11,Galicia,Moderna,9800
2021-02-12,ES-GA,ES11,Galicia,AstraZeneca/Oxford,11000
2021-02-12,ES-RI,ES23,La Rioja,Pfizer/BioNTech,19955
2021-02-12,ES-RI,ES23,La Rioja,Moderna,1400
2021-02-12,ES-RI,ES23,La Rioja,AstraZeneca/Oxford,1300
2021-02-12,ES-MD,ES30,Madrid,Pfizer/BioNTech,333375
2021-02-12,ES-MD,ES30,Madrid,Moderna,25400
2021-02-12,ES-MD,ES30,Madrid,AstraZeneca/Oxford,27700
2021-02-12,ES-MC,ES62,Murcia,Pfizer/BioNTech,87305
2021-02-12,ES-MC,ES62,Murcia,Moderna,6600
2021-02-12,ES-MC,ES62,Murcia,AstraZeneca/Oxford,6200
2021-02-12,ES-NC,ES22,Navarra,Pfizer/BioNTech,39345
2021-02-12,ES-NC,ES22,Navarra,Moderna,2900
2021-02-12,ES-NC,ES22,Navarra,AstraZeneca/Oxford,2700
2021-02-12,ES-PV,ES21,País Vasco,Pfizer/BioNTech,107460
2021-02-12,ES-PV,ES21,País Vasco,Moderna,7900
2021-02-12,ES-PV,ES21,País Vasco,AstraZeneca/Oxford,9100
2021-02-12,ES-CE,ES63,Ceuta,Pfizer/BioNTech,4320
2021-02-12,ES-CE,ES63,Ceuta,Moderna,400
2021-02-12,ES-CE,ES63,Ceuta,AstraZeneca/Oxford,400
2021-02-12,ES-ML,ES64,Melilla,Pfizer/BioNTech,3150
2021-02-12,ES-ML,ES64,Melilla,Moderna,400
2021-02-12,ES-ML,ES64,Melilla,AstraZeneca/Oxford,400
